,Year,Laureate_Id_x,Firstname_x,Lastname_x,Category,Prize_Share,Motivation,Name_key,Laureate_Id_y,Firstname_y,Lastname_y,Gender,Birth_Date,Birth_Country,Birth_City,Birth_Country_Code,Death_Date,Death_Country,Death_City,Death_Country_Code,Organization_Name,Organization_City,Organization_Country
837,2010,849,Andre,Geim,physics,2,"""for groundbreaking experiments regarding the two-dimensional material graphene""",Andre Geim,849,Andre,Geim,male,21/10/1958,Russia,Sochi,RU,0000-00-00,,,,University of Manchester,Manchester,United Kingdom
838,2010,848,Robert G.,Edwards,medicine,1,"""for the development of in vitro fertilization""",Robert G. Edwards,848,Robert G.,Edwards,male,27/09/1925,United Kingdom,Batley,GB,10/04/2013,United Kingdom,Cambridge,GB,University of Cambridge,Cambridge,United Kingdom
839,2010,852,Ei-ichi,Negishi,chemistry,3,"""for palladium-catalyzed cross couplings in organic synthesis""",Ei-ichi Negishi,852,Ei-ichi,Negishi,male,14/07/1935,China,Changchun,CN,06/06/2021,USA,Indianapolis IN,US,Purdue University,West Lafayette IN,USA
840,2011,873,Christopher A.,Sims,economics,2,"""for their empirical research on cause and effect in the macroeconomy""",Christopher A. Sims,873,Christopher A.,Sims,male,21/10/1942,USA,Washington D.C.,US,0000-00-00,,,,Princeton University,Princeton NJ,USA
841,2011,871,Tawakkol,Karman,peace,3,"""for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work""",Tawakkol Karman,871,Tawakkol,Karman,female,07/02/1979,Yemen,Ta'izz,YE,0000-00-00,,,,,,
842,2011,870,Leymah,Gbowee,peace,3,"""for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work""",Leymah Gbowee,870,Leymah,Gbowee,female,01/02/1972,Liberia,Monrovia,LR,0000-00-00,,,,,,
843,2011,869,Ellen,Johnson Sirleaf,peace,3,"""for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work""",Ellen Johnson Sirleaf,869,Ellen,Johnson Sirleaf,female,29/10/1938,Liberia,Monrovia,LR,0000-00-00,,,,,,
844,2011,868,Tomas,Tranströmer,literature,1,"""because through his condensed translucent images he gives us fresh access to reality""",Tomas Tranströmer,868,Tomas,Tranströmer,male,15/04/1931,Sweden,Stockholm,SE,26/03/2015,Sweden,Stockholm,SE,,,
845,2011,867,Dan,Shechtman,chemistry,1,"""for the discovery of quasicrystals""",Dan Shechtman,867,Dan,Shechtman,male,24/01/1941,British Mandate of Palestine (now Israel),Tel Aviv,IL,0000-00-00,,,,Technion - Israel Institute of Technology,Haifa,Israel
846,2011,872,Thomas J.,Sargent,economics,2,"""for their empirical research on cause and effect in the macroeconomy""",Thomas J. Sargent,872,Thomas J.,Sargent,male,19/07/1943,USA,Pasadena CA,US,0000-00-00,,,,New York University,New York NY,USA
847,2011,865,Brian P.,Schmidt,physics,4,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",Brian P. Schmidt,865,Brian P.,Schmidt,male,24/02/1967,USA,Missoula MT,US,0000-00-00,,,,Australian National University,Weston Creek,Australia
848,2011,864,Saul,Perlmutter,physics,2,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",Saul Perlmutter,864,Saul,Perlmutter,male,1959-00-00,USA,Champaign-Urbana IL,US,0000-00-00,,,,Lawrence Berkeley National Laboratory,Berkeley CA,USA
849,2011,863,Ralph M.,Steinman,medicine,2,"""for his discovery of the dendritic cell and its role in adaptive immunity""",Ralph M. Steinman,863,Ralph M.,Steinman,male,14/01/1943,Canada,Montreal,CA,30/09/2011,USA,New York NY,US,Rockefeller University,New York NY,USA
850,2011,862,Jules A.,Hoffmann,medicine,4,"""for their discoveries concerning the activation of innate immunity""",Jules A. Hoffmann,862,Jules A.,Hoffmann,male,02/08/1941,Luxembourg,Echternach,LU,0000-00-00,,,,University of Strasbourg,Strasbourg,France
851,2011,861,Bruce A.,Beutler,medicine,4,"""for their discoveries concerning the activation of innate immunity""",Bruce A. Beutler,861,Bruce A.,Beutler,male,29/12/1957,USA,Chicago IL,US,0000-00-00,,,,University of Texas Southwestern Medical Center at Dallas,Dallas TX,USA
852,2011,866,Adam G.,Riess,physics,4,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",Adam G. Riess,866,Adam G.,Riess,male,16/12/1969,USA,Washington D.C.,US,0000-00-00,,,,Johns Hopkins University,Baltimore MD,USA
853,2012,883,Lloyd S.,Shapley,economics,2,"""for the theory of stable allocations and the practice of market design""",Lloyd S. Shapley,883,Lloyd S.,Shapley,male,02/06/1923,USA,Cambridge MA,US,12/03/2016,USA,Tucson AZ,US,University of California,Los Angeles CA,USA
854,2012,882,Alvin E.,Roth,economics,2,"""for the theory of stable allocations and the practice of market design""",Alvin E. Roth,882,Alvin E.,Roth,male,18/12/1951,USA,New York NY,US,0000-00-00,,,,Harvard University,Cambridge MA,USA
855,2012,881,European Union,,peace,1,"""for over six decades contributed to the advancement of peace and reconciliation democracy and human rights in Europe""",,467,Institute of International Law,,org,1873-00-00,,,,0000-00-00,,,,,,
856,2012,880,Mo,Yan,literature,1,"""who with hallucinatory realism merges folk tales history and the contemporary""",Mo Yan,880,Mo,Yan,male,02/02/1955,China,Gaomi,CN,0000-00-00,,,,,,
857,2012,879,Brian,Kobilka,chemistry,2,"""for studies of G-protein-coupled receptors""",Brian Kobilka,879,Brian,Kobilka,male,30/05/1955,USA,Little Falls MN,US,0000-00-00,,,,Stanford University School of Medicine,Stanford CA,USA
858,2012,878,Robert J.,Lefkowitz,chemistry,2,"""for studies of G-protein-coupled receptors""",Robert J. Lefkowitz,878,Robert J.,Lefkowitz,male,15/04/1943,USA,New York NY,US,0000-00-00,,,,Howard Hughes Medical Institute,,USA
859,2012,876,Serge,Haroche,physics,2,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",Serge Haroche,876,Serge,Haroche,male,11/09/1944,Morocco,Casablanca,MA,0000-00-00,,,,Collège de France,Paris,France
860,2012,875,Shinya,Yamanaka,medicine,2,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",Shinya Yamanaka,875,Shinya,Yamanaka,male,04/09/1962,Japan,Osaka,JP,0000-00-00,,,,Kyoto University,Kyoto,Japan
861,2012,874,Sir John B.,Gurdon,medicine,2,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",Sir John B. Gurdon,874,Sir John B.,Gurdon,male,02/10/1933,United Kingdom,Dippenhall,GB,0000-00-00,,,,Gurdon Institute,Cambridge,United Kingdom
862,2012,877,David J.,Wineland,physics,2,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",David J. Wineland,877,David J.,Wineland,male,24/02/1944,USA,Milwaukee WI,US,0000-00-00,,,,National Institute of Standards and Technology,Boulder CO,USA
863,2013,896,Robert J.,Shiller,economics,3,"""for their empirical analysis of asset prices""",Robert J. Shiller,896,Robert J.,Shiller,male,29/03/1946,USA,Detroit MI,US,0000-00-00,,,,Yale University,New Haven CT,USA
864,2013,891,Arieh,Warshel,chemistry,3,"""for the development of multiscale models for complex chemical systems""",Arieh Warshel,891,Arieh,Warshel,male,20/11/1940,British Mandate of Palestine (now Israel),Kibbutz Sde-Nahum,IL,0000-00-00,,,,University of Southern California,Los Angeles CA,USA
865,2013,895,Lars Peter,Hansen,economics,3,"""for their empirical analysis of asset prices""",Lars Peter Hansen,895,Lars Peter,Hansen,male,26/10/1952,USA,Urbana IL,US,0000-00-00,,,,University of Chicago,Chicago IL,USA
866,2013,894,Eugene F.,Fama,economics,3,"""for their empirical analysis of asset prices""",Eugene F. Fama,894,Eugene F.,Fama,male,14/02/1939,USA,Boston MA,US,0000-00-00,,,,University of Chicago,Chicago IL,USA
867,2013,893,Organisation for the Prohibition of Chemical Weapons,,peace,1,"""for its extensive efforts to eliminate chemical weapons""",,467,Institute of International Law,,org,1873-00-00,,,,0000-00-00,,,,,,
868,2013,892,Alice,Munro,literature,1,"""master of the contemporary short story""",Alice Munro,892,Alice,Munro,female,10/07/1931,Canada,Wingham,CA,0000-00-00,,,,,,
869,2013,890,Michael,Levitt,chemistry,3,"""for the development of multiscale models for complex chemical systems""",Michael Levitt,890,Michael,Levitt,male,09/05/1947,South Africa,Pretoria,ZA,0000-00-00,,,,Stanford University School of Medicine,Stanford CA,USA
870,2013,889,Martin,Karplus,chemistry,3,"""for the development of multiscale models for complex chemical systems""",Martin Karplus,889,Martin,Karplus,male,15/03/1930,Austria,Vienna,AT,0000-00-00,,,,Université de Strasbourg,Strasbourg,France
871,2013,888,Peter,Higgs,physics,2,"""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles and which recently was confirmed through the discovery of the predicted fundamental particle by the ATLAS and CMS experiments at CERN's Large Hadron Collider""",Peter Higgs,888,Peter,Higgs,male,29/05/1929,United Kingdom,Newcastle upon Tyne,GB,0000-00-00,,,,University of Edinburgh,Edinburgh,United Kingdom
872,2013,887,François,Englert,physics,2,"""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles and which recently was confirmed through the discovery of the predicted fundamental particle by the ATLAS and CMS experiments at CERN's Large Hadron Collider""",François Englert,887,François,Englert,male,06/11/1932,Belgium,Etterbeek,BE,0000-00-00,,,,Université Libre de Bruxelles,Brussels,Belgium
873,2013,886,Thomas C.,Südhof,medicine,3,"""for their discoveries of machinery regulating vesicle traffic a major transport system in our cells""",Thomas C. Südhof,886,Thomas C.,Südhof,male,22/12/1955,Germany,Göttingen,DE,0000-00-00,,,,Stanford University,Stanford CA,USA
874,2013,885,Randy W.,Schekman,medicine,3,"""for their discoveries of machinery regulating vesicle traffic a major transport system in our cells""",Randy W. Schekman,885,Randy W.,Schekman,male,30/12/1948,USA,St. Paul MN,US,0000-00-00,,,,University of California,Berkeley CA,USA
875,2013,884,James E.,Rothman,medicine,3,"""for their discoveries of machinery regulating vesicle traffic a major transport system in our cells""",James E. Rothman,884,James E.,Rothman,male,03/11/1950,USA,Haverhill MA,US,0000-00-00,,,,Yale University,New Haven CT,USA
876,2014,915,Jean,Tirole,economics,1,"""for his analysis of market power and regulation""",Jean Tirole,915,Jean,Tirole,male,09/08/1953,France,Troyes,FR,0000-00-00,,,,Toulouse School of Economics (TSE),Toulouse,France
877,2014,914,Malala,Yousafzai,peace,2,"""for their struggle against the suppression of children and young people and for the right of all children to education""",Malala Yousafzai,914,Malala,Yousafzai,female,12/07/1997,Pakistan,Mingora,PK,0000-00-00,,,,,,
878,2014,912,Patrick,Modiano,literature,1,"""for the art of memory with which he has evoked the most ungraspable human destinies and
uncovered the life-world of the occupation""",Patrick Modiano,912,Patrick,Modiano,male,30/07/1945,France,Paris,FR,0000-00-00,,,,,,
879,2014,911,William E.,Moerner,chemistry,3,"""for the development of super-resolved fluorescence microscopy""",William E. Moerner,911,William E.,Moerner,male,24/06/1953,USA,Pleasanton CA,US,0000-00-00,,,,Stanford University,Stanford CA,USA
880,2014,910,Stefan W.,Hell,chemistry,3,"""for the development of super-resolved fluorescence microscopy""",Stefan W. Hell,910,Stefan W.,Hell,male,23/12/1962,Romania,Arad,RO,0000-00-00,,,,Max Planck Institute for Biophysical Chemistry,Göttingen,Germany
881,2014,909,Eric,Betzig,chemistry,3,"""for the development of super-resolved fluorescence microscopy""",Eric Betzig,909,Eric,Betzig,male,13/01/1960,USA,Ann Arbor MI,US,0000-00-00,,,,Janelia Research Campus Howard Hughes Medical Institute,Ashburn VA,USA
882,2014,913,Kailash,Satyarthi,peace,2,"""for their struggle against the suppression of children and young people and for the right of all children to education""",Kailash Satyarthi,913,Kailash,Satyarthi,male,11/01/1954,India,Vidisha,IN,0000-00-00,,,,,,
883,2014,907,Hiroshi,Amano,physics,3,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",Hiroshi Amano,907,Hiroshi,Amano,male,11/09/1960,Japan,Hamamatsu,JP,0000-00-00,,,,Nagoya University,Nagoya,Japan
884,2014,906,Isamu,Akasaki,physics,3,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",Isamu Akasaki,906,Isamu,Akasaki,male,30/01/1929,Japan,Chiran,JP,01/04/2021,Japan,Nagoya,JP,Meijo University,Nagoya,Japan
885,2014,905,Edvard I.,Moser,medicine,4,"""for their discoveries of cells that constitute a positioning system in the brain""",Edvard I. Moser,905,Edvard I.,Moser,male,27/04/1962,Norway,Ålesund,NO,0000-00-00,,,,Norwegian University of Science and Technology (NTNU),Trondheim,Norway
886,2014,904,May-Britt,Moser,medicine,4,"""for their discoveries of cells that constitute a positioning system in the brain""",May-Britt Moser,904,May-Britt,Moser,female,04/01/1963,Norway,Fosnavåg,NO,0000-00-00,,,,Norwegian University of Science and Technology (NTNU),Trondheim,Norway
887,2014,903,John,O'Keefe,medicine,2,"""for their discoveries of cells that constitute a positioning system in the brain""",John O'Keefe,903,John,O'Keefe,male,18/11/1939,USA,New York NY,US,0000-00-00,,,,University College,London,United Kingdom
888,2014,908,Shuji,Nakamura,physics,3,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",Shuji Nakamura,908,Shuji,Nakamura,male,22/05/1954,Japan,Ikata,JP,0000-00-00,,,,University of California,Santa Barbara CA,USA
889,2015,926,Angus,Deaton,economics,1,"""for his analysis of consumption poverty and welfare""",Angus Deaton,926,Angus,Deaton,male,19/10/1945,Scotland,Edinburgh,GB,0000-00-00,,,,Princeton University,Princeton NJ,USA
890,2015,925,National Dialogue Quartet,,peace,1,"""for its decisive contribution to the building of a pluralistic democracy in Tunisia in the wake of the Jasmine Revolution of 2011""",,467,Institute of International Law,,org,1873-00-00,,,,0000-00-00,,,,,,
891,2015,924,Svetlana,Alexievich,literature,1,"""for her polyphonic writings a monument to suffering and courage in our time""",Svetlana Alexievich,924,Svetlana,Alexievich,female,31/05/1948,Ukraine,Ivano-Frankivsk,UA,0000-00-00,,,,,,
892,2015,923,Aziz,Sancar,chemistry,3,"""for mechanistic studies of DNA repair""",Aziz Sancar,923,Aziz,Sancar,male,08/09/1946,Turkey,Savur,TR,0000-00-00,,,,University of North Carolina,Chapel Hill NC,USA
893,2015,922,Paul,Modrich,chemistry,3,"""for mechanistic studies of DNA repair""",Paul Modrich,922,Paul,Modrich,male,13/06/1946,USA,Raton NM,US,0000-00-00,,,,Howard Hughes Medical Institute,Durham NC,USA
894,2015,921,Tomas,Lindahl,chemistry,3,"""for mechanistic studies of DNA repair""",Tomas Lindahl,921,Tomas,Lindahl,male,28/01/1938,Sweden,Stockholm,SE,0000-00-00,,,,Francis Crick Institute,Hertfordshire,United Kingdom
895,2015,919,Takaaki,Kajita,physics,2,"""for the discovery of neutrino oscillations which shows that neutrinos have mass""",Takaaki Kajita,919,Takaaki,Kajita,male,09/03/1959,Japan,Higashimatsuyama,JP,0000-00-00,,,,University of Tokyo,Kashiwa,Japan
896,2015,918,Youyou,Tu,medicine,2,"""for her discoveries concerning a novel therapy against Malaria""",Youyou Tu,918,Youyou,Tu,female,30/12/1930,China,Zhejiang Ningbo,CN,0000-00-00,,,,China Academy of Traditional Chinese Medicine,Beijing,China
897,2015,917,Satoshi,Ōmura,medicine,4,"""for their discoveries concerning a novel therapy against infections caused by roundworm parasites""",Satoshi Ōmura,917,Satoshi,Ōmura,male,12/07/1935,Japan,Yamanashi Prefecture,JP,0000-00-00,,,,Kitasato University,Tokyo,Japan
898,2015,916,William C.,Campbell,medicine,4,"""for their discoveries concerning a novel therapy against infections caused by roundworm parasites""",William C. Campbell,916,William C.,Campbell,male,28/06/1930,Ireland,Ramelton,IE,0000-00-00,,,,Drew University,Madison NJ,USA
899,2015,920,Arthur B.,McDonald,physics,2,"""for the discovery of neutrino oscillations which shows that neutrinos have mass""",Arthur B. McDonald,920,Arthur B.,McDonald,male,29/08/1943,Canada,Sydney,CA,0000-00-00,,,,Queen's University,Kingston,Canada
900,2016,936,Bengt,Holmström,economics,2,"""for their contributions to contract theory""",Bengt Holmström,936,Bengt,Holmström,male,18/04/1949,Finland,Helsinki,FI,0000-00-00,,,,Massachusetts Institute of Technology (MIT),Cambridge MA,USA
